Sales,Profit,Shipping Cost,Category,Ship Mode,City-States,Order Priority
283.986,-26.0,26.0,5,2,64,1
315.54,75.6,20.1,5,2,600,1
157.77,37.8,14.7,5,4,2453,1
57.504,20.1264,2.75,5,4,111,1
9.584,3.3544,0.56,5,4,161,1
9.584,3.3544,0.12,5,4,3764,1
10.782,-7.9068,0.78,5,4,1157,1
39.624,13.8684,4.41,5,4,161,1
5.022,-3.5154,0.66,5,4,2153,2
40.176,14.5638,9.38,5,2,1,2
83.7,41.013,9.87,5,4,2872,2
33.48,0.0,3.21,5,4,319,1
10.044,-3.321,3.321,5,3,2162,3
11.16,0.0,0.567,5,4,191,1
13.392,-8.928,2.41,5,2,490,3
32.82,9.18,2.098,5,4,626,4
131.28,36.72,8.184,5,4,574,2
19.692,-3.948,0.69,5,4,490,1
35.0343,-5.9157,2.31,5,4,110,1
15.0147,-2.5353,1.29,5,4,391,1
27.135,-2.115,1.59,5,4,6,1
12.06,0.36,0.19,5,2,236,3
60.3,1.8,8.69,5,2,390,3
18.09,0.54,1.67,5,2,1332,1
24.12,0.72,1.75,5,4,601,1
169.38,-7.2,7.2,5,4,1301,1
56.46,27.06,4.28,5,4,160,1
169.38,81.18,20.29,5,4,28,4
2.502,-1.7514,0.75,5,3,72,3
2.78,-0.13,0.13,5,4,66,2
11.12,5.4488,0.7,5,4,151,2
25.47,7.11,11.17,5,3,129,3
33.96,9.48,2.15,5,3,345,2
25.47,7.11,2.71,5,2,2009,1
16.98,-7.5,0.77,5,4,347,1
50.94,14.22,16.48,5,3,2942,2
7.38,0.88,0.639,5,4,2762,1
7.38,0.88,0.927,5,4,2760,1
22.14,2.64,3.183,5,2,197,3
7.38,0.88,0.301,5,4,339,2
86.4,38.88,4.17,5,4,1549,1
86.4,38.88,6.43,5,4,445,1
86.4,38.88,18.38,5,3,1021,3
144.0,64.8,7.41,5,4,875,1
57.6,25.92,8.58,5,4,345,2
28.8,-2.88,4.52,5,3,3376,2
57.6,25.92,6.52,5,3,90,2
34.5,-5.06,5.06,5,1,294,2
34.5,15.525,3.97,5,4,246,1
23.0,10.35,6.31,5,3,102,3
2.08,-3.432,0.3,5,2,124,2
4.992,1.6848,0.68,5,4,1,2
8.32,-0.9,0.9,5,3,1970,2
8.32,2.808,0.74,5,3,48,2
56.096,18.896,2.915,5,4,29,1
35.06,16.46,3.365,5,4,89,1
140.24,65.84,4.52,5,2,191,1
105.18,49.38,11.372,5,3,319,2
13.216,4.4604,1.44,5,3,161,2
4.956,-3.7996,0.32,5,4,72,2
8.26,3.8822,1.24,5,2,66,3
8.26,3.8822,1.8,5,1,115,3
19.824,6.6906,1.38,5,3,161,2
3.304,1.1151,0.34,5,4,1481,2
9.912,3.3453,1.2,5,2,1759,3
12.39,5.8233,0.89,5,2,16,1
9.12,-0.6,0.774,5,4,1951,2
4.56,-1.92,1.818,5,3,1267,3
31.92,-1.927,1.927,5,4,1359,1
7.6,1.12,1.114,5,4,313,2
110.916,45.516,16.75,5,2,897,2
138.645,56.895,21.44,5,4,2,2
51.1446,18.4446,2.91,5,4,1865,1
55.458,22.758,3.77,5,4,101,1
52.377,19.677,3.83,5,4,1940,1
92.43,43.38,4.25,5,4,2322,1
235.697,88.5465,17.61,5,4,80,1
1633.19,-1306.55,127.1,5,4,34,1
26.43,0.51,3.66,10,2,323,2
52.86,1.02,4.18,10,4,162,1
26.43,0.51,1.79,10,4,1337,1
51.84,7.77,5.91,10,2,305,2
103.68,15.54,10.64,10,4,130,2
103.68,15.54,7.41,10,4,516,1
51.84,7.77,5.5,10,4,528,1
207.36,31.08,8.93,10,2,3246,1
60.54,20.58,10.4,10,2,1709,1
60.54,20.58,4.02,10,2,2524,1
30.27,10.29,5.15,10,4,2471,2
12.108,-7.872,2.08,10,4,458,2
88.44,15.84,14.79,10,3,1541,2
106.128,-111.672,13.69,10,4,2227,2
22.11,3.96,1.29,10,4,2065,1
22.11,3.96,2.99,10,2,86,2
22.11,3.96,3.35,10,2,1227,2
44.22,7.92,4.7,10,4,2020,2
20.19,6.66,4.28,10,3,552,3
20.19,6.66,3.2,10,3,2026,1
20.19,6.66,0.73,10,4,2615,1
29.28,1.44,2.05,10,4,2887,1
11.712,-16.128,1.2,10,4,458,2
11.712,-16.128,0.48,10,4,3190,1
29.28,1.44,1.57,10,4,196,1
58.56,2.88,6.61,10,2,1902,1
11.64,-11.1,1.06,10,4,2084,1
23.28,-22.2,1.91,10,2,458,1
29.1,6.36,3.08,10,4,1673,2
14.55,3.18,1.2,10,4,1372,2
14.55,3.18,1.03,10,4,175,1
58.2,12.72,3.49,10,4,528,2
29.1,6.36,1.87,10,3,1601,2
8.73,-14.01,1.07,10,4,2560,4
14.55,3.18,1.31,10,4,528,1
58.2,12.72,5.35,10,4,353,2
12.432,-8.448,2.62,10,3,1496,2
15.54,5.1,2.37,10,2,2257,2
15.54,5.1,4.26,10,2,1299,3
31.08,10.2,1.96,10,4,2524,1
99.84,32.94,39.56,10,3,79,3
769.44,269.22,42.57,10,4,86,1
21.984,-13.746,1.99,10,4,1787,2
54.96,19.23,4.83,10,4,911,1
54.96,19.23,2.06,10,4,564,1
659.52,230.76,73.51,10,2,1636,2
257.52,97.68,29.31,10,4,816,1
32.19,12.21,3.08,10,4,1139,1
32.19,12.21,2.6,10,4,985,1
32.19,12.21,10.32,10,2,1767,3
32.19,12.21,5.51,10,4,630,2
64.38,24.42,4.85,10,2,156,1
32.19,12.21,3.27,10,2,987,1
195.72,97.8,16.07,10,2,220,1
48.93,24.45,5.02,10,2,2213,1
19.572,-4.908,4.87,10,2,1830,3
78.288,-19.632,14.94,10,4,210,2
48.93,24.45,5.09,10,4,1360,1
293.58,146.7,29.96,10,2,86,2
97.86,48.9,8.26,10,4,138,1
97.32,17.46,0.19,10,2,463,1
97.32,17.46,6.09,10,2,2074,2
19.464,-20.466,2.69,10,3,3269,1
48.66,8.73,4.36,10,4,3490,1
48.66,8.73,4.03,10,4,2505,1
48.66,8.73,4.2,10,2,1886,1
48.66,8.73,4.68,10,4,1284,1
17.46,7.14,3.5,10,4,3122,2
69.84,28.56,5.93,10,1,353,1
5.238,-5.082,0.34,10,2,787,1
104.76,42.84,6.84,10,4,658,1
17.46,7.14,1.29,10,3,2497,2
139.68,57.12,7.09,10,4,937,1
41.904,-20.016,15.59,10,2,210,3
34.92,14.28,6.6,10,3,528,2
6.984,-3.336,0.72,10,2,1816,2
19.2,4.41,1.11,10,4,463,1
19.2,4.41,1.76,10,4,372,1
115.2,26.46,6.93,10,4,176,1
19.2,4.41,1.0,10,4,156,1
5.76,-9.03,1.12,10,2,482,3
38.4,8.82,13.41,10,3,336,3
153.6,35.28,11.49,10,4,1361,1
38.4,8.82,2.62,10,4,664,1
38.4,8.82,4.07,10,2,3504,1
19.2,4.41,1.95,10,4,176,2
11.076,-14.424,1.03,10,2,210,1
27.69,2.19,1.96,10,4,1641,2
49.842,-103.158,9.78,10,3,3211,1
55.38,4.38,6.54,10,4,1096,2
26.7,7.47,4.04,10,2,564,1
21.36,-17.1,1.67,10,4,2665,1
26.7,7.47,3.12,10,3,1434,2
10.68,-8.55,0.37,10,4,1496,1
53.4,14.94,5.11,10,4,3418,1
26.7,7.47,2.23,10,4,75,1
14.28,1.56,1.2,10,2,674,1
5.712,-7.008,0.38,10,2,2454,1
8.568,-16.872,0.57,10,4,787,1
14.28,1.56,1.35,10,4,2471,1
57.12,6.24,19.36,10,2,882,3
5.712,-7.008,0.35,10,4,458,1
14.28,1.56,3.22,10,3,467,2
18.93,7.56,1.53,10,4,826,1
37.86,15.12,3.3,10,4,292,1
18.93,7.56,2.96,10,4,933,2
37.86,15.12,3.15,10,4,2424,1
11.358,-11.382,2.72,10,3,2564,2
75.72,30.24,6.85,10,4,1928,1
15.144,-7.596,1.4,10,3,458,1
5.679,-5.691,1.39,10,2,181,3
18.93,7.56,2.18,10,4,1527,4
232.08,95.04,65.26,10,3,1767,2
29.01,11.88,5.81,10,3,62,2
29.01,11.88,1.91,10,4,3202,1
11.604,-5.526,0.54,10,4,210,1
11.604,-5.526,1.45,10,2,2372,1
11.604,-5.526,1.45,10,4,458,2
23.208,-11.052,2.04,10,4,1088,1
58.02,23.76,4.14,10,4,292,1
29.01,11.88,2.83,10,4,489,4
113.76,1.08,9.13,10,4,492,1
56.88,0.54,3.53,10,4,528,1
113.76,1.08,13.82,10,2,1346,1
113.76,1.08,8.87,10,4,176,1
113.76,1.08,4.37,10,4,2026,1
56.88,0.54,4.55,10,4,872,2
113.76,1.08,24.67,10,3,658,3
227.52,2.16,22.11,10,4,337,1
113.76,1.08,36.27,10,3,1919,3
113.76,1.08,9.19,10,4,2424,1
53.7,4.29,8.73,10,3,2402,2
322.2,25.74,50.25,10,3,1534,1
53.7,4.29,17.18,10,1,438,3
53.97,18.33,2.97,10,4,2221,1
43.176,-28.104,10.16,10,3,3190,2
107.94,36.66,8.07,10,4,1087,1
8.883,-10.377,1.12,10,4,787,2
29.61,10.35,3.59,10,1,1541,1
29.61,10.35,2.36,10,4,3617,1
11.844,-7.416,2.78,10,1,2665,2
29.61,10.35,3.06,10,4,877,1
29.61,10.35,5.84,10,2,1596,2
177.66,62.1,63.48,10,1,1794,3
8.883,-10.377,0.75,10,4,787,1
160.02,6.3,21.34,10,4,816,2
26.67,1.05,2.95,10,4,2554,2
26.67,1.05,4.41,10,3,985,2
26.67,1.05,2.68,10,2,528,1
21.816,-6.564,1.98,10,4,2196,1
21.816,-6.564,2.76,10,2,2287,1
54.54,26.16,3.14,10,2,492,2
21.816,-6.564,2.41,10,4,458,2
218.16,104.64,19.09,10,4,1139,2
27.27,4.62,2.24,10,4,999,1
27.27,4.62,2.71,10,4,176,2
8.181,-14.469,3.48,10,3,2347,3
109.08,18.48,11.37,10,4,1707,4
54.54,9.24,3.29,10,4,816,2
27.27,4.62,1.33,10,4,2374,1
27.27,4.62,2.3,10,4,674,4
27.27,4.62,1.56,10,4,505,1
8.181,-14.469,2.38,10,3,2401,1
54.54,9.24,6.33,10,2,86,2
17.85,1.41,2.61,10,3,176,1
10.71,-22.17,3.43,10,3,864,2
10.71,-22.17,0.66,10,4,3282,1
178.5,14.1,10.86,10,4,1886,1
71.4,5.64,3.1,10,4,2780,1
17.85,1.41,2.4,10,4,528,2
50.7,13.68,2.01,10,4,156,1
101.4,27.36,15.46,10,3,176,1
10.14,-8.37,1.19,10,4,210,2
50.7,13.68,3.81,10,4,1087,4
25.35,6.84,1.83,10,4,985,1
25.35,6.84,2.4,10,4,1288,1
25.35,6.84,0.56,10,2,1430,1
10.14,-8.37,0.55,10,4,458,1
82.176,-84.264,2.72,10,2,2666,1
102.72,19.5,11.68,10,4,305,4
51.36,9.75,1.9,10,4,793,1
102.72,19.5,7.31,10,2,1602,1
308.16,58.5,13.82,10,2,1634,2
102.72,19.5,9.87,10,4,467,1
30.816,-52.404,3.63,10,3,787,2
102.72,19.5,13.97,10,3,1765,3
410.88,78.0,59.79,10,1,1868,2
308.16,58.5,46.79,10,4,753,2
102.72,19.5,34.96,10,3,176,3
8.955,-14.055,2.33,10,1,1081,3
29.85,6.84,2.43,10,4,3605,1
29.85,6.84,9.4,10,1,1014,3
417.9,95.76,143.67,10,3,910,3
29.85,6.84,1.01,10,2,640,1
7.308,-7.332,0.34,10,4,2814,1
24.36,9.72,2.43,10,4,463,1
24.36,9.72,1.38,10,4,1361,1
97.44,38.88,7.7,10,4,500,1
7.308,-7.332,0.3,10,4,1658,1
19.488,-9.792,2.58,10,2,2135,2
48.72,19.44,3.6,10,4,1572,1
15.12,5.43,2.23,10,2,2556,2
12.096,-7.284,1.17,10,4,1830,1
15.12,5.43,3.01,10,3,1976,1
15.12,5.43,1.98,10,3,86,1
30.24,10.86,1.68,10,4,156,1
60.48,21.72,6.63,10,4,1386,4
93.18,13.92,0.5,10,4,2919,2
4.776,-2.154,0.57,10,2,3027,1
3.582,-3.348,0.33,10,4,3282,1
11.94,5.01,0.92,10,4,1558,1
11.94,5.01,1.53,10,4,1794,2
7.164,-6.696,0.6,10,2,3547,1
23.88,10.02,1.02,10,4,176,1
11.94,5.01,1.97,10,2,816,2
7.164,-6.696,0.35,10,4,2597,1
23.88,10.02,0.7,10,2,1751,1
26.4,0.48,2.66,10,4,178,1
26.4,0.48,2.16,10,2,816,1
3.96,-9.0,0.28,10,2,2560,1
26.4,0.48,2.15,10,2,86,2
52.8,0.96,2.1,10,4,1707,1
13.2,0.24,1.17,10,4,3666,1
13.2,0.24,0.77,10,3,1010,2
13.2,0.24,1.3,10,4,2512,1
105.24,19.98,7.03,10,4,463,1
52.62,9.99,4.92,10,4,1181,1
52.62,9.99,2.27,10,4,2022,1
105.24,19.98,3.61,10,4,1641,1
31.572,-53.688,1.28,10,1,787,1
51.63,8.76,4.06,10,4,3505,1
309.78,52.56,11.29,10,4,75,1
51.63,8.76,10.38,10,2,528,2
41.304,-44.436,4.84,10,4,458,2
51.63,8.76,7.19,10,3,3343,2
51.63,8.76,18.7,10,2,779,3
18.528,-15.762,3.03,10,4,1375,2
18.528,-15.762,0.73,10,4,712,1
46.32,12.03,3.94,10,4,804,2
37.056,-31.524,2.31,10,2,2768,1
92.64,24.06,1.94,10,4,1361,1
55.584,-81.576,13.46,10,3,3060,2
46.32,12.03,3.97,10,2,5,1
46.32,12.03,2.2,10,4,1999,1
463.2,120.3,24.59,10,4,223,1
13.896,-20.394,0.4,10,4,864,1
46.32,12.03,2.64,10,4,1054,1
185.28,48.12,20.03,10,2,156,2
13.896,-20.394,1.6,10,4,864,2
26.94,12.39,1.43,10,4,2046,1
32.328,-25.872,3.45,10,3,864,1
269.4,123.9,23.89,10,4,176,1
53.88,24.78,2.97,10,3,323,1
19.77,8.28,1.88,10,4,566,1
19.77,8.28,2.16,10,4,315,2
5.931,-5.559,1.2,10,3,3450,2
7.908,-3.582,0.96,10,2,2906,1
11.862,-11.118,0.92,10,4,787,1
39.54,16.56,4.88,10,4,2698,2
5.931,-5.559,0.34,10,4,2996,1
118.62,49.68,19.89,10,2,937,1
114.192,-247.488,15.41,10,2,2981,2
76.128,-104.712,8.43,10,4,458,1
57.096,-123.744,11.45,10,3,2597,2
171.288,-371.232,14.99,10,4,1658,1
14.274,-30.936,1.52,10,2,3230,2
47.58,2.37,11.27,10,2,2583,2
57.096,-123.744,6.39,10,4,787,2
95.16,4.74,5.19,10,4,1765,1
47.58,2.37,14.92,10,2,223,3
101.16,36.36,6.21,10,4,2221,1
26.976,-16.224,0.69,10,3,2434,2
16.86,6.06,1.99,10,1,1139,2
16.86,6.06,1.3,10,4,2898,2
16.86,6.06,2.83,10,3,156,2
5.058,-5.742,0.16,10,4,2597,1
5.058,-5.742,0.43,10,2,787,1
67.44,24.24,13.02,10,1,138,2
9.636,-9.894,2.87,10,1,3584,2
57.816,-98.424,2.14,10,4,2597,1
144.54,27.36,13.99,10,4,1641,1
24.09,4.56,2.16,10,2,1139,1
9.636,-9.894,0.51,10,4,3143,1
7.227,-12.303,0.51,10,4,787,2
24.09,4.56,1.2,10,4,354,1
24.09,4.56,4.13,10,3,3118,2
7.227,-12.303,2.07,10,3,2404,3
24.09,4.56,1.65,10,4,1520,1
7.326,-17.094,0.41,10,4,2501,1
4.884,-7.326,0.29,10,2,458,1
24.42,0.0,3.86,10,3,2947,2
4.884,-7.326,0.28,10,4,1908,1
48.84,0.0,9.33,10,2,2074,2
12.21,0.0,1.45,10,4,1485,2
24.42,0.0,1.84,10,4,438,1
12.21,0.0,3.42,10,3,816,3
21.978,-51.282,1.96,10,4,2347,1
27.93,3.06,2.3,10,4,176,1
27.93,3.06,2.7,10,4,3580,2
11.172,-13.698,0.97,10,4,2848,1
27.93,3.06,0.71,10,3,372,2
55.86,6.12,14.33,10,1,680,2
27.93,3.06,0.89,10,4,744,1
16.758,-32.982,2.42,10,3,459,2
33.18,4.92,1.62,10,4,409,1
6.636,-7.494,1.2,10,3,3027,1
9.954,-18.306,0.37,10,4,2404,1
49.5,16.32,7.32,10,4,528,2
198.0,65.28,15.51,10,4,680,1
11.376,-16.524,1.38,10,2,1776,1
5.688,-8.262,0.16,10,4,458,1
85.32,1.62,10.05,10,4,213,2
56.88,1.08,3.95,10,4,75,1
14.22,0.27,0.87,10,4,630,1
14.22,0.27,1.09,10,4,743,4
85.32,1.62,8.34,10,4,176,2
14.22,0.27,1.11,10,4,175,1
29.22,3.78,3.31,10,2,1399,1
233.76,30.24,25.25,10,4,2632,4
29.22,3.78,0.97,10,2,176,1
175.32,22.68,20.51,10,1,2786,2
17.532,-33.348,0.8,10,3,787,3
58.44,7.56,3.46,10,4,2698,1
58.44,7.56,17.18,10,2,2915,3
16.092,-24.138,0.57,10,4,2775,1
16.092,-24.138,1.19,10,4,3260,1
53.64,13.41,9.91,10,4,3207,2
53.64,13.41,4.46,10,4,1156,1
21.456,-18.774,0.74,10,2,3076,1
53.64,13.41,8.3,10,4,664,2
28.98,9.54,8.47,10,3,3268,3
4.347,-5.373,0.18,10,4,1784,1
8.694,-10.746,0.67,10,4,3450,1
5.796,-3.924,2.32,10,3,2454,3
37.74,9.42,2.37,10,4,1485,1
18.87,4.71,2.11,10,4,1181,2
75.48,18.84,10.95,10,2,451,2
18.87,4.71,4.54,10,3,2515,3
128.52,64.2,20.93,10,4,885,4
9.639,-6.441,0.26,10,4,1658,1
32.13,16.05,2.94,10,4,2215,1
64.26,32.1,1.75,10,3,156,1
43.128,-39.912,0.98,10,2,458,1
53.91,12.39,3.14,10,4,933,1
107.82,24.78,14.24,10,2,1042,2
53.91,12.39,2.98,10,4,178,1
107.82,24.78,9.44,10,4,162,1
51.78,1.53,7.04,10,2,1372,2
31.068,-69.432,2.47,10,4,2401,1
31.068,-69.432,4.26,10,4,864,2
124.272,-177.228,5.38,10,4,2443,1
51.78,1.53,5.55,10,4,1428,1
103.56,3.06,11.58,10,4,162,1
20.712,-29.538,4.86,10,3,1088,1
21.96,-23.07,1.24,10,4,3700,1
87.84,-92.28,15.62,10,4,2084,4
54.9,9.87,10.9,10,3,59,3
43.92,-46.14,2.44,10,4,458,1
65.88,-114.24,4.85,10,2,1822,1
329.4,59.22,38.17,10,4,86,1
109.8,19.74,29.58,10,1,753,2
109.8,19.74,12.23,10,4,3113,2
57.9,8.1,3.74,10,2,3531,1
173.7,24.3,28.56,10,2,1881,2
11.58,-13.32,1.44,10,4,1830,2
11.58,-13.32,1.14,10,4,1996,2
48.87,14.16,7.93,10,2,62,2
48.87,14.16,8.71,10,4,528,2
19.548,-15.162,0.82,10,4,2084,1
48.87,14.16,3.45,10,4,1634,4
48.87,14.16,5.87,10,2,3412,2
97.74,28.32,8.42,10,3,196,1
97.74,28.32,9.89,10,4,86,2
29.322,-40.098,1.25,10,4,2560,1
97.74,28.32,1.73,10,4,500,1
106.56,9.48,7.15,10,2,1337,2
26.64,2.37,3.84,10,3,3412,2
53.28,4.74,3.45,10,3,1527,2
22.05,3.96,2.75,10,4,2074,2
22.05,3.96,4.13,10,3,380,3
56.82,8.52,2.89,10,4,176,1
22.728,-25.572,1.71,10,4,2397,1
56.82,8.52,2.92,10,4,1857,1
56.82,8.52,1.82,10,4,130,1
56.82,8.52,3.62,10,2,3402,2
56.82,8.52,4.84,10,4,552,2
42.192,-20.088,1.15,10,4,2352,1
26.37,10.8,1.19,10,4,3706,1
10.548,-5.022,1.83,10,2,210,1
26.37,10.8,2.4,10,4,680,1
52.74,21.6,4.14,10,2,1999,2
158.22,64.8,14.36,10,4,86,1
97.2,41.76,18.52,10,2,2338,2
19.44,-8.28,1.79,10,4,458,1
48.6,20.88,5.16,10,4,1369,2
388.8,167.04,27.07,10,4,933,1
48.6,20.88,10.65,10,2,2324,3
29.16,-26.28,2.2,10,4,1643,4
97.2,41.76,2.06,10,4,2698,1
60.42,9.66,4.75,10,4,175,1
9.063,-16.317,0.65,10,4,2618,1
30.21,4.83,1.6,10,4,305,1
120.84,19.32,9.31,10,4,213,1
30.21,4.83,4.14,10,4,75,2
30.21,4.83,4.43,10,2,86,1
120.84,19.32,14.96,10,4,474,2
54.378,-97.902,0.41,10,3,1822,2
181.26,28.98,47.29,10,3,1139,2
20.13,5.22,1.59,10,4,5,1
40.26,10.44,2.63,10,4,3600,2
20.13,5.22,6.1,10,3,500,3
40.26,10.44,0.88,10,4,1467,1
40.26,10.44,11.51,10,2,1751,3
17.4,1.56,1.1,10,4,130,2
104.4,9.36,3.73,10,4,86,1
17.4,1.56,2.72,10,4,500,2
34.8,3.12,7.32,10,3,156,2
34.8,3.12,6.15,10,2,3397,2
6.96,-8.88,0.79,10,4,1787,2
17.4,1.56,1.68,10,2,75,1
29.55,0.0,2.22,10,4,3156,1
236.4,0.0,17.58,10,2,528,1
29.55,0.0,1.57,10,4,2759,1
17.73,-41.37,2.51,10,4,2501,2
118.2,0.0,5.01,10,2,500,1
27.63,4.14,0.72,10,4,3615,1
110.52,16.56,4.88,10,4,559,1
27.63,4.14,4.79,10,3,997,2
55.26,8.28,4.78,10,2,3091,1
27.63,4.14,1.83,10,4,2817,1
8.289,-15.201,0.51,10,4,787,1
44.208,-49.752,7.58,10,1,1375,2
27.63,4.14,2.65,10,4,1976,2
49.86,0.0,5.84,10,2,2621,1
99.72,0.0,7.01,10,2,882,1
49.86,0.0,8.14,10,2,1783,1
14.958,-34.902,2.32,10,3,787,2
19.14,4.2,4.79,10,2,86,3
19.14,4.2,3.83,10,3,162,1
38.28,8.4,3.37,10,4,2835,2
19.14,4.2,2.36,10,3,573,2
38.28,8.4,4.25,10,2,743,2
19.14,4.2,1.19,10,4,2094,1
19.14,4.2,0.87,10,4,467,1
19.14,4.2,0.11,10,4,1275,1
15.48,2.61,3.27,10,1,79,3
15.48,2.61,1.68,10,4,3648,1
61.92,10.44,6.07,10,4,86,2
15.48,2.61,3.06,10,3,3292,2
15.48,2.61,1.87,10,2,86,1
15.48,2.61,0.68,10,4,904,1
92.88,15.66,4.95,10,4,1086,1
6.192,-6.678,1.02,10,2,1830,2
15.48,2.61,1.09,10,2,361,1
6.192,-6.678,0.35,10,4,1088,1
24.768,-26.712,1.92,10,4,210,1
153.42,50.58,5.47,9,4,878,4
30.456,-23.604,4.29,9,4,458,2
304.56,88.32,12.48,9,4,336,1
50.088,-25.092,6.44,9,4,2986,1
123.72,53.16,5.2,9,4,2842,4
561.54,101.07,57.72,9,4,1910,1
561.54,101.07,62.13,9,4,175,1
3369.24,606.42,293.12,9,4,336,4
561.54,101.07,11.37,9,4,75,1
1037.52,456.48,143.66,9,1,213,3
90.24,15.33,15.76,9,3,1765,2
36.096,-38.814,2.94,9,2,2454,1
22.455,-17.985,0.91,9,4,2347,1
559.68,123.12,16.87,9,4,937,1
335.808,-537.312,26.3,9,4,787,1
1799.1,593.64,274.75,9,3,372,2
302.46,108.87,71.67,9,3,1324,3
367.74,128.7,29.45,9,4,2046,2
122.58,42.9,11.28,9,4,1541,2
61.29,21.45,5.2,9,4,1096,2
122.58,42.9,7.31,9,4,438,1
122.58,42.9,11.01,9,4,315,1
724.104,-1472.38,27.37,9,4,787,1
1810.26,162.9,100.37,9,4,1295,1
301.71,27.15,45.96,9,3,931,2
224.916,-196.824,28.76,9,2,1830,1
156.024,-223.656,11.68,9,4,2347,1
208.032,-171.648,12.18,9,4,458,1
520.08,140.4,67.87,9,4,937,2
206.988,-207.012,27.52,9,4,1200,2
90.99,19.08,10.72,9,4,793,2
88.38,33.57,4.63,9,4,1634,1
35.352,-19.458,3.25,9,4,1088,1
60.0,1.8,5.49,9,4,1783,1
53.802,-118.398,1.71,9,2,1658,1
77.46,3.09,14.04,9,3,3039,3
20.388,-28.062,4.19,8,2,1830,2
108.0,9.72,18.75,8,4,86,4
54.0,4.86,9.38,8,4,1592,2
54.0,4.86,4.89,8,4,753,1
324.0,29.16,40.02,8,4,1156,2
39.864,-49.836,2.75,8,4,2095,1
49.83,4.98,3.1,8,2,3174,2
14.949,-29.901,4.23,8,1,787,3
49.83,4.98,2.12,8,4,1156,1
58.8,28.8,10.53,8,2,2271,2
10.32,-4.41,0.33,8,4,3076,1
19.8,4.53,1.8,8,4,2291,1
166.8,6.6,6.08,8,4,1430,1
50.04,-110.16,4.79,8,4,2737,1
15.75,7.08,0.7,8,4,2577,1
15.75,7.08,0.76,8,2,1557,1
15.75,7.08,0.99,8,4,3379,1
3.324,-4.326,0.37,8,4,2443,1
8.31,0.66,0.52,8,2,138,1
16.62,1.32,1.06,8,4,467,1
3.573,-5.487,0.36,8,2,3751,1
11.91,2.85,0.51,8,4,3343,1
61.08,29.88,6.33,8,4,500,2
9.162,-6.438,1.07,8,2,864,2
46.23,19.41,2.34,8,4,976,1
27.738,-25.902,6.07,8,2,3401,3
46.23,19.41,7.27,8,3,354,1
46.23,19.41,2.01,8,4,75,1
36.984,-16.656,2.96,8,4,1830,1
24.54,10.77,2.62,8,2,658,1
38.16,17.91,9.49,8,1,2066,2
76.32,35.82,14.3,8,4,936,4
38.16,17.91,0.39,8,4,1843,1
38.16,17.91,2.93,8,4,463,1
11.412,-23.628,0.31,8,4,787,1
9.51,0.75,1.88,8,3,1534,3
23.4,1.38,2.16,8,4,1857,1
23.4,1.38,8.9,8,3,528,3
46.8,2.76,6.94,8,3,950,2
19.35,2.1,3.11,8,3,162,2
19.35,2.1,2.12,8,2,2074,1
38.7,4.2,6.58,8,4,1527,4
19.35,2.1,2.75,8,4,2801,2
19.35,2.1,1.0,8,4,937,1
38.7,4.2,3.34,8,2,156,1
24.588,-24.612,1.82,8,2,2775,1
20.49,8.19,2.76,8,2,130,1
101.7,36.54,40.27,8,3,1843,3
16.95,6.09,3.77,8,2,2338,2
13.56,-8.16,2.02,8,3,210,2
67.8,24.36,11.44,8,3,185,2
11.088,-17.382,0.66,8,4,2775,1
36.96,8.49,0.75,8,4,86,2
47.43,17.07,14.58,8,3,79,3
21.0,3.36,2.77,8,2,70,2
26.58,0.78,1.44,5,2,528,1
13.29,0.39,2.39,5,3,320,2
13.29,0.39,0.95,5,4,1845,1
26.58,0.78,0.78,5,4,1902,1
13.29,0.39,1.23,5,4,1369,1
5.316,-7.584,0.4,5,4,1496,1
13.29,0.39,1.16,5,2,176,2
39.87,-89.13,4.22,5,4,2597,4
98.46,39.36,0.88,5,4,985,1
98.46,39.36,9.71,5,4,3214,1
39.384,-19.716,4.22,5,3,2804,2
98.46,39.36,1.71,5,1,528,1
98.46,39.36,5.37,5,4,618,1
12.36,5.55,0.28,5,1,156,1
4.944,-1.866,0.38,5,4,210,1
24.72,11.1,3.81,5,1,438,2
74.16,33.3,3.22,5,4,2696,1
24.0,0.96,3.91,5,3,1534,1
144.0,5.76,25.04,5,2,353,3
3.6,-7.92,1.06,5,3,3040,2
4.8,-6.72,0.45,5,4,1615,1
12.0,0.48,1.83,5,4,500,4
1.44,-1.17,0.12,5,4,2981,1
9.6,4.38,1.14,5,3,196,1
9.6,4.38,0.66,5,4,3737,1
9.6,4.38,1.86,5,3,265,1
19.2,8.76,1.55,5,4,1751,4
4.8,2.19,0.95,5,2,3577,2
4.8,2.19,0.37,5,4,237,1
4.8,2.19,0.31,5,2,2222,1
9.6,4.38,0.6,5,4,933,1
2.286,-1.914,0.17,5,2,3616,1
7.62,3.42,0.37,5,3,1264,1
15.24,6.84,4.09,5,3,3501,2
30.48,13.68,5.82,5,3,213,2
7.62,3.42,0.35,5,4,2213,1
7.62,3.42,0.47,5,4,86,2
12.192,-4.608,0.97,5,2,2084,1
30.48,13.68,9.38,5,3,463,3
30.48,13.68,1.87,5,4,882,1
4.572,-3.828,1.78,5,1,787,2
7.62,3.42,0.42,5,4,178,1
169.56,35.46,10.85,5,4,739,1
28.26,5.91,3.19,5,2,1886,1
8.478,-13.872,0.47,5,4,181,1
