Sales,Quantity,Discount,Profit,Shipping Cost,Category,Ship Mode,City-States,Segment,Order Priority,Market
132.15,5,0.0,11.85,42.07,10,3,308,3,3,5
185.01,7,0.0,16.59,55.26,10,3,407,1,3,5
317.16,12,0.0,28.44,79.23,10,1,1488,1,2,5
370.02,14,0.0,33.18,109.19,10,3,129,1,2,5
79.29,3,0.0,7.11,0.93,10,2,2841,2,2,5
105.72,4,0.0,9.48,10.07,10,4,3197,3,2,5
132.15,5,0.0,11.85,9.9,10,4,26,1,1,5
18.42,1,0.0,6.44,1.343,10,4,1586,1,1,7
73.68,4,0.0,25.76,4.685,10,4,296,3,1,7
73.68,4,0.0,25.76,12.019,10,4,1938,1,2,7
44.94,2,0.0,-5.7,5.7,10,2,549,2,2,6
1.78,1,0.0,0.4984,0.13,10,4,443,1,1,3
7.12,5,0.2,0.712,0.78,10,2,2331,1,1,3
148.224,6,0.2,12.864,15.355,10,4,29,1,1,7
55.584,3,0.4,-12.096,3.005,10,4,1057,2,1,7
148.224,8,0.4,-32.256,7.336,10,4,182,3,1,7
123.52,4,0.0,33.28,14.827,10,4,1373,1,2,7
92.64,3,0.0,24.96,7.273,10,4,89,2,1,7
97.32,2,0.0,21.36,5.39,10,4,1210,3,1,6
80.7756,2,0.17,4.8156,12.33,10,1,203,2,3,6
51.5796,2,0.47,-24.3804,2.02,10,4,110,3,1,6
340.62,7,0.0,74.76,24.72,10,4,2429,1,1,6
194.64,4,0.0,42.72,13.27,10,4,52,1,1,6
35.82,3,0.0,15.03,5.54,10,2,2766,1,3,5
35.82,3,0.0,15.03,3.8,10,3,1770,3,1,5
85.968,8,0.1,30.528,5.04,10,4,64,3,1,5
42.984,4,0.1,15.264,5.99,10,4,64,2,4,5
23.88,4,0.5,-3.84,0.99,10,4,811,2,1,5
143.28,12,0.0,-28.92,28.92,10,3,2536,3,3,5
47.76,4,0.0,20.04,6.33,10,1,1083,3,2,5
29.85,5,0.5,-4.8,3.71,10,4,811,1,1,5
23.88,2,0.0,10.02,1.35,10,4,2988,3,1,5
23.88,2,0.0,10.02,0.31,10,1,1675,2,1,5
59.7,5,0.0,25.05,9.65,10,3,321,1,1,5
87.03,6,0.5,-15.75,6.51,10,4,205,1,1,5
29.01,1,0.0,11.88,2.36,10,2,1392,2,2,5
29.01,1,0.0,11.88,8.1,10,1,1182,2,3,5
87.03,3,0.0,35.64,6.58,10,4,129,3,1,5
145.05,5,0.0,59.4,20.69,10,2,308,3,2,5
43.515,3,0.5,-7.875,1.25,10,4,731,1,1,5
143.76,4,0.0,68.96,6.462,10,4,313,2,1,7
115.008,4,0.2,40.208,28.994,10,3,29,1,2,7
86.256,4,0.4,11.456,5.856,10,4,1057,1,1,7
10.16,1,0.0,2.6416,0.71,10,4,1670,2,2,3
50.8,5,0.0,13.208,4.66,10,4,3467,3,1,3
16.256,2,0.2,1.2192,1.78,10,4,437,2,2,3
19.224,2,0.4,-11.556,1.72,10,4,671,1,1,6
15.92,4,0.0,5.4128,1.23,10,3,102,2,2,3
23.88,6,0.0,8.1192,1.72,10,4,161,2,1,3
15.92,5,0.2,2.786,1.26,10,4,749,1,1,3
58.02,3,0.0,27.24,4.678,10,4,319,3,2,7
38.68,2,0.0,18.16,3.312,10,4,1017,3,1,7
54.66,6,0.0,18.0378,7.49,10,3,1120,1,1,3
36.44,4,0.0,12.0252,2.57,10,4,725,2,1,3
51.016,7,0.2,8.2901,5.44,10,4,1649,1,1,3
14.576,2,0.2,2.3686,0.89,10,4,834,2,1,3
18.704,7,0.2,2.338,1.13,10,4,72,3,1,3
6.68,2,0.0,2.004,0.69,10,4,867,3,1,3
8.016,3,0.2,1.002,0.85,10,4,20,1,4,3
8.016,3,0.2,1.002,0.65,10,4,72,2,2,3
8.64,3,0.0,2.4192,0.71,10,3,27,1,1,3
5.76,2,0.0,1.6128,0.97,10,3,1,3,1,3
34.02,2,0.0,14.28,2.04,10,4,3473,1,1,5
42.525,5,0.5,-6.825,11.3,10,3,760,3,2,5
34.02,2,0.0,14.28,11.12,10,3,1155,1,2,5
34.02,2,0.0,14.28,0.19,10,4,3265,3,4,5
68.04,4,0.0,28.56,3.34,10,2,2695,3,1,5
34.02,2,0.0,14.28,10.25,10,3,56,1,3,5
17.01,1,0.0,7.14,0.9,10,4,3279,3,1,5
19.56,4,0.0,5.4768,2.64,10,4,243,3,2,3
259.471,8,0.27,49.7112,17.89,10,4,1559,1,1,6
479.36,14,0.0,119.84,46.729,10,2,197,2,1,7
171.2,5,0.0,42.8,30.566,10,2,197,3,2,7
171.2,5,0.0,42.8,11.681,10,4,191,1,1,7
110.25,5,0.0,19.8,7.21,10,4,308,2,1,5
44.1,2,0.0,7.92,6.18,10,3,378,3,2,5
154.35,7,0.0,27.72,29.4,10,3,545,1,1,5
132.3,6,0.0,23.76,7.31,10,3,800,3,2,5
110.25,5,0.0,19.8,22.91,10,1,589,1,2,5
242.55,11,0.0,43.56,17.1,10,2,1661,1,1,5
60.948,2,0.4,-10.212,4.7,10,4,291,3,1,6
6.672,3,0.2,1.668,0.41,10,4,1491,1,1,3
13.9,5,0.0,5.56,0.78,10,4,48,2,1,3
2.224,1,0.2,-0.56,0.56,10,3,1937,2,2,3
70.128,4,0.4,-8.232,6.17,10,4,291,1,1,6
29.4,3,0.0,11.46,1.73,10,4,191,2,1,7
29.4,3,0.0,11.46,3.197,10,4,719,2,1,7
87.936,3,0.2,25.236,7.434,10,4,29,1,1,7
65.952,3,0.4,3.252,5.017,10,4,1318,1,1,7
131.904,6,0.4,6.504,17.48,10,2,981,2,1,7
79.596,9,0.4,-33.264,9.174,10,3,1057,2,1,7
44.22,3,0.0,6.6,4.611,10,2,342,1,1,7
21.672,2,0.4,-1.808,2.344,10,4,1318,1,2,7
72.24,4,0.0,25.28,5.85,10,4,313,3,1,7
216.72,12,0.0,75.84,14.577,10,4,362,2,1,7
90.3,5,0.0,31.6,27.405,10,1,89,2,3,7
5.952,1,0.2,0.372,0.94,10,3,786,1,1,3
14.88,2,0.0,3.72,2.61,10,3,867,3,1,3
22.32,3,0.0,5.58,3.63,10,2,1050,3,1,3
14.88,2,0.0,3.72,0.96,10,4,2638,1,1,3
32.98,1,0.0,15.82,3.864,10,4,241,1,4,7
39.576,2,0.4,5.256,2.419,10,4,490,1,4,7
99.136,4,0.2,8.6744,14.98,10,3,72,3,2,3
185.88,6,0.0,50.1876,15.34,10,4,1308,1,1,3
181.26,6,0.0,28.98,17.01,10,4,1867,3,1,5
241.68,8,0.0,-15.42,15.42,10,1,123,3,3,5
60.42,2,0.0,9.66,0.86,10,4,1725,1,1,5
60.42,2,0.0,9.66,9.61,10,4,654,2,4,5
135.945,5,0.1,-26.53,26.53,10,2,4,1,2,5
181.26,6,0.0,-16.01,16.01,10,2,196,3,1,5
90.63,3,0.0,14.49,11.59,10,3,763,1,1,5
90.63,6,0.5,-61.65,6.64,10,2,1856,2,1,5
217.512,8,0.1,14.472,6.87,10,4,64,3,1,5
69.6,4,0.0,6.24,7.02,10,3,1142,2,1,5
69.6,4,0.0,6.24,5.22,10,4,989,2,1,5
62.64,4,0.1,-0.72,2.62,10,4,4,1,1,5
52.2,3,0.0,4.68,2.54,10,4,3606,1,1,5
52.2,3,0.0,-3.66,3.66,10,4,2794,3,1,5
15.66,1,0.1,-1.34,1.34,10,4,64,1,1,5
8.82,3,0.0,2.3814,0.9,10,4,3367,1,2,3
11.76,4,0.0,3.1752,1.18,10,4,1432,1,1,3
11.76,4,0.0,3.1752,0.62,10,4,161,3,2,3
14.112,6,0.2,1.2348,0.73,10,4,3732,1,1,3
32.76,7,0.2,3.6855,1.69,10,4,594,1,1,3
14.04,3,0.2,1.5795,3.69,10,2,786,1,3,3
35.1,6,0.0,10.179,3.53,10,4,111,1,2,3
99.495,5,0.1,-11.055,7.55,10,4,101,1,1,6
79.29,3,0.0,1.53,4.14,10,4,2831,1,1,5
105.72,4,0.0,2.04,9.0,10,4,1665,1,4,5
132.15,5,0.0,2.55,10.08,10,4,3193,3,1,5
26.43,1,0.0,0.51,2.68,10,2,3318,1,1,5
72.99,3,0.5,-4.41,10.23,10,4,2830,2,2,5
194.64,4,0.0,91.44,10.35,10,4,983,1,1,5
340.62,7,0.0,160.02,25.3,10,4,469,1,1,5
340.62,7,0.0,160.02,27.37,10,4,2230,1,1,5
145.98,3,0.0,68.58,5.81,10,4,1720,1,1,5
145.98,3,0.0,-19.06,19.06,10,4,1458,3,2,5
78.12,3,0.0,37.44,1.37,10,4,3024,1,1,6
38.0184,2,0.27,10.8984,4.2,10,2,394,3,1,6
23.436,1,0.1,9.876,2.45,10,4,2,1,1,6
33.72,2,0.0,12.12,2.6,10,2,3601,3,1,5
84.3,5,0.0,30.3,7.04,10,4,227,1,1,5
25.29,3,0.5,-7.11,3.11,10,4,811,1,2,5
16.86,1,0.0,6.06,1.67,10,3,3523,1,2,5
16.86,2,0.5,-4.74,0.73,10,4,811,3,1,5
50.58,3,0.0,18.18,5.76,10,4,1489,1,1,5
2.816,2,0.2,0.9856,0.26,10,4,437,3,1,3
3.52,2,0.0,1.6896,0.18,10,2,440,3,2,3
8.04,6,0.0,2.7336,0.34,10,4,554,3,1,3
39.072,6,0.2,9.768,3.21,10,4,2001,3,2,3
19.536,3,0.2,4.884,1.85,10,4,72,1,4,3
16.28,2,0.0,6.512,2.58,10,1,3604,1,3,3
7.872,3,0.2,0.8856,0.48,10,4,72,1,1,3
23.616,9,0.2,2.6568,1.8,10,4,124,1,1,3
7.872,3,0.2,0.8856,0.86,10,2,20,3,1,3
13.12,4,0.0,3.8048,0.63,10,3,1749,3,2,3
12.84,3,0.0,3.7236,0.88,10,4,66,3,1,3
21.4,5,0.0,6.206,2.0,10,4,27,2,2,3
10.272,3,0.2,1.1556,0.28,10,4,1270,2,1,3
21.4,5,0.0,-3.37,3.37,10,4,27,2,2,3
10.272,3,0.2,1.1556,2.57,10,1,608,1,1,3
17.12,5,0.2,1.926,4.3,10,1,169,1,2,3
34.24,8,0.0,9.9296,1.02,10,4,27,1,1,3
9.552,3,0.2,1.5522,0.75,10,3,34,3,2,3
31.84,8,0.0,10.5072,3.17,10,4,111,2,1,3
27.86,7,0.0,9.1938,1.98,10,2,2614,1,1,3
59.88,4,0.0,21.48,4.4,10,4,177,3,1,5
14.97,1,0.0,5.37,1.38,10,4,2348,3,1,5
74.85,5,0.0,26.85,4.35,10,4,69,2,1,5
44.91,3,0.0,16.11,5.08,10,2,2782,3,2,5
14.97,1,0.0,5.37,1.8,10,1,1266,2,1,5
111.84,4,0.0,23.4,7.97,10,4,1277,1,1,6
223.68,8,0.0,46.8,16.52,10,4,1076,1,1,6
74.094,5,0.47,-36.456,9.26,10,4,110,1,2,6
75.492,3,0.1,9.162,11.11,10,4,17,1,2,6
55.92,2,0.0,11.7,4.01,10,4,977,1,1,6
19.04,2,0.0,6.08,1.658,10,4,89,3,1,7
222.615,5,0.1,32.115,20.6,10,2,3,1,1,6
148.41,3,0.0,-9.19,9.19,10,4,1378,1,1,6
19.456,4,0.2,3.4048,1.05,10,2,2001,1,1,3
9.728,2,0.2,1.7024,1.21,10,2,1442,1,2,3
19.456,4,0.2,3.4048,3.38,10,3,169,1,1,3
86.913,3,0.1,-4.887,11.79,10,4,3,1,1,6
225.33,7,0.0,11.13,22.39,10,4,136,3,1,6
46.9974,2,0.27,-14.2026,9.51,10,3,511,1,1,6
23.4987,1,0.27,-7.1013,3.65,10,4,844,2,2,6
187.024,7,0.17,-27.1761,8.4,10,4,391,1,1,6
67.56,3,0.2,6.756,5.57,10,4,124,1,1,3
56.3,2,0.0,15.764,8.52,10,3,299,2,2,3
140.75,5,0.0,39.41,14.87,10,4,1,3,1,3
45.04,2,0.2,-1.32,1.32,10,4,1247,1,1,3
56.3,2,0.0,15.764,4.99,10,4,27,2,1,3
45.04,2,0.2,4.504,10.64,10,3,786,1,1,3
41.0697,3,0.47,-10.1403,2.0,10,4,110,2,1,6
46.494,2,0.1,12.354,3.17,10,4,1228,2,1,6
56.5677,3,0.27,5.3577,1.31,10,2,486,2,1,6
51.66,2,0.0,17.52,6.0,10,4,236,2,2,6
14.016,3,0.2,4.7304,1.34,10,4,3693,3,1,3
11.68,2,0.0,5.4896,0.24,10,4,159,1,1,3
11.68,2,0.0,5.4896,1.09,10,2,3041,1,2,3
337.246,8,0.17,52.6056,37.57,10,4,203,2,4,6
253.95,5,0.0,76.05,10.17,10,4,1716,1,1,6
227.28,4,0.0,34.08,76.66,10,3,1393,1,3,5
170.46,3,0.0,25.56,16.82,10,4,98,3,1,5
113.64,2,0.0,17.04,7.67,10,4,2279,2,1,5
397.74,7,0.0,59.64,48.74,10,4,2068,1,1,5
111.75,5,0.5,-69.3,27.44,10,1,761,3,3,5
134.1,3,0.0,25.47,10.79,10,4,838,3,1,5
67.05,3,0.5,-41.58,3.08,10,4,1890,1,1,5
223.5,5,0.0,42.45,27.43,10,2,2348,2,1,5
14.52,3,0.0,4.7916,2.33,10,4,27,3,2,3
24.2,5,0.0,7.986,1.07,10,4,161,1,1,3
30.976,8,0.2,5.0336,5.39,10,2,709,1,1,3
54.208,14,0.2,8.8088,4.11,10,4,20,1,4,3
464.67,9,0.0,78.84,34.15,10,4,1930,2,1,5
103.26,2,0.0,17.52,17.6,10,4,2031,1,2,5
51.63,1,0.0,-4.22,4.22,10,4,1552,3,1,5
258.15,5,0.0,43.8,30.38,10,4,196,1,2,5
154.89,3,0.0,-9.76,9.76,10,3,1393,1,1,5
206.52,4,0.0,35.04,30.85,10,3,565,1,2,5
162.54,6,0.0,81.18,2.4,10,4,2797,1,1,5
54.18,2,0.0,27.06,1.23,10,4,193,3,1,5
189.63,7,0.0,94.71,17.1,10,4,98,1,1,5
189.63,7,0.0,94.71,20.39,10,4,2014,1,2,5
22.74,2,0.0,5.22,3.24,10,4,839,1,4,5
135.45,5,0.0,67.65,8.91,10,4,196,1,1,5
34.11,3,0.0,7.83,2.5,10,4,2144,1,1,5
162.54,6,0.0,81.18,18.31,10,4,78,1,2,5
108.36,4,0.0,54.12,6.8,10,4,2422,1,1,5
79.59,7,0.0,18.27,15.54,10,2,2110,2,2,5
81.27,3,0.0,40.59,5.85,10,4,740,2,1,5
68.22,6,0.0,15.66,3.28,10,3,196,1,1,5
81.27,3,0.0,40.59,6.23,10,4,3391,2,1,5
39.795,7,0.5,-2.38,2.38,10,4,811,2,1,5
113.7,10,0.0,26.1,15.18,10,4,2203,1,2,5
94.815,7,0.5,-0.105,16.66,10,4,731,1,2,5
54.18,2,0.0,27.06,4.24,10,4,1855,3,1,5
81.27,3,0.0,40.59,6.21,10,4,773,1,1,5
34.11,3,0.0,7.83,4.8,10,4,3331,3,2,5
9.84,3,0.0,2.8536,1.2,10,4,2584,3,2,3
7.872,3,0.2,0.8856,1.02,10,2,749,3,1,3
6.56,2,0.0,1.9024,0.34,10,2,721,1,1,3
5.248,2,0.2,0.5904,0.26,10,4,786,2,1,3
22.96,7,0.0,6.6584,0.3,10,4,161,1,1,3
9.84,3,0.0,2.8536,1.66,10,4,161,2,2,3
29.55,1,0.0,0.0,1.96,10,2,1240,1,2,5
88.65,3,0.0,0.0,9.58,10,4,152,3,4,5
59.1,2,0.0,0.0,0.05,10,4,1363,1,1,5
66.177,3,0.1,-4.08,4.08,10,2,31,3,1,6
35.7846,2,0.27,-12.2754,3.31,10,4,133,1,1,6
128.76,6,0.0,48.84,2.173,10,4,962,3,1,7
42.92,2,0.0,16.28,8.464,10,2,312,1,2,7
39.48,2,0.0,18.92,5.182,10,4,402,1,2,7
39.48,2,0.0,18.92,0.627,10,2,597,1,1,7
35.532,3,0.4,4.692,2.616,10,4,1318,1,1,7
19.74,1,0.0,9.46,1.567,10,2,3664,1,1,7
99.72,2,0.0,22.92,4.33,10,4,222,1,1,6
299.16,6,0.0,68.76,14.55,10,3,1063,1,1,6
44.928,1,0.1,12.978,9.4,10,1,65,2,2,6
27.456,1,0.45,-4.494,3.21,10,4,80,1,2,6
99.84,2,0.0,35.94,10.46,10,4,1438,1,1,6
149.76,3,0.0,53.91,35.98,10,2,173,1,3,6
245.7,7,0.0,51.52,14.04,10,4,435,1,1,7
67.36,5,0.6,-97.74,10.77,10,2,1968,3,1,7
23.84,1,0.2,2.98,3.006,10,2,1640,1,1,7
89.4,3,0.0,-9.588,9.588,10,2,1292,1,1,7
34.58,1,0.0,10.0282,3.06,10,4,542,2,1,3
3.38,1,0.0,1.2506,0.4,10,4,45,3,2,3
16.99,1,0.0,4.9271,1.61,10,4,111,2,1,3
40.776,3,0.2,4.5873,3.91,10,4,1491,3,1,3
19.46,7,0.0,5.0596,1.07,10,4,27,2,1,3
2.78,1,0.0,0.7228,0.47,10,3,48,2,2,3
4.448,2,0.2,0.3336,1.13,10,1,786,1,2,3
5.56,2,0.0,1.4456,1.01,10,2,306,1,2,3
11.12,4,0.0,2.8912,0.71,10,4,2565,3,1,3
109.8,2,0.0,43.92,24.71,10,2,186,1,2,6
197.64,6,0.4,0.0,30.56,10,1,832,3,3,6
109.8,2,0.0,43.92,7.4,10,2,549,3,1,6
23.1,2,0.0,10.626,2.24,10,4,161,1,4,3
36.96,4,0.2,12.012,3.77,10,2,1043,1,1,3
18.48,2,0.2,6.006,8.76,10,3,817,1,3,3
46.2,4,0.0,21.252,3.31,10,4,48,1,1,3
72.72,2,0.0,5.8,16.314,10,3,197,3,2,7
3.64,2,0.0,1.638,0.46,10,4,1032,3,4,3
2.912,2,0.2,0.91,0.07,10,4,2118,2,1,3
2.912,2,0.2,0.91,0.17,10,3,704,3,1,3
32.62,1,0.0,11.08,3.348,10,4,1719,1,1,7
163.1,5,0.0,55.4,30.806,10,3,1938,2,1,7
65.24,2,0.0,22.16,6.636,10,1,1168,3,1,7
17.28,6,0.0,5.0112,1.05,10,4,2741,2,1,3
8.64,3,0.0,2.5056,0.76,10,4,151,2,1,3
35.0,4,0.0,10.5,1.72,10,4,2160,1,1,3
182.76,4,0.0,74.88,7.39,10,4,37,1,1,6
319.83,7,0.0,131.04,48.86,10,4,287,2,2,6
82.242,2,0.1,28.302,5.27,10,3,3,2,3,6
81.816,7,0.4,-1.484,14.127,10,3,1318,1,1,7
38.96,2,0.0,15.16,2.859,10,4,1672,1,1,7
38.96,2,0.0,-1.57,1.57,10,2,699,1,1,7
11.688,1,0.4,-0.212,2.459,10,3,490,1,2,7
6.63,3,0.0,1.7901,1.05,10,3,27,1,1,3
33.72,3,0.0,9.06,10.736,10,2,333,3,3,7
22.48,2,0.0,6.04,2.284,10,4,2650,1,1,7
44.96,4,0.0,12.08,7.495,10,2,24,1,2,7
20.232,3,0.4,-4.428,2.554,10,2,766,3,1,7
89.92,8,0.0,-32.973,32.973,10,3,533,1,3,7
102.9,7,0.0,27.72,6.867,10,4,24,3,1,7
26.46,3,0.4,-5.76,2.999,10,3,490,1,2,7
73.5,5,0.0,-5.605,5.605,10,2,924,2,1,7
14.7,1,0.0,3.96,0.961,10,4,204,2,1,7
29.4,2,0.0,7.92,4.965,10,3,1113,3,2,7
88.2,6,0.0,23.76,5.72,10,4,3180,1,1,7
93.84,4,0.0,31.8,2.77,10,1,229,1,1,5
70.38,3,0.0,23.85,6.54,10,3,3153,1,2,5
140.76,6,0.0,47.7,12.89,10,4,22,3,1,5
105.57,5,0.1,28.02,4.64,10,2,4,1,1,5
46.92,2,0.0,15.9,6.1,10,4,737,1,1,5
46.92,2,0.0,15.9,15.48,10,3,2976,1,3,5
70.38,3,0.0,23.85,7.41,10,4,2015,3,1,5
117.3,5,0.0,39.75,11.83,10,4,1498,1,4,5
46.92,2,0.0,15.9,3.78,10,4,2422,2,1,5
5.248,2,0.2,0.5904,1.05,10,4,1233,1,4,3
9.84,3,0.0,2.8536,2.71,10,3,27,1,3,3
9.84,3,0.0,2.8536,1.76,10,4,1663,3,2,3
8.34,3,0.0,2.1684,1.11,10,4,1308,2,2,3
67.365,5,0.1,-1.635,3.42,10,4,464,1,2,6
8.2335,1,0.45,-5.5665,0.38,10,3,80,2,2,6
26.946,3,0.4,-14.454,1.07,10,2,222,1,1,6
26.946,2,0.1,-0.654,1.59,10,4,87,3,1,6
71.64,6,0.0,12.78,17.59,10,3,2,1,2,6
17.94,3,0.0,6.4584,1.2,10,4,1102,1,1,3
44.736,6,0.6,-45.864,2.657,10,4,1876,1,1,7
78.288,7,0.4,-27.412,5.916,10,4,766,1,1,7
286.79,7,0.0,74.5654,73.1,10,2,1418,1,3,3
32.776,1,0.2,2.4582,2.82,10,4,1008,1,1,3
6.636,1,0.4,-2.444,0.653,10,2,490,2,2,7
132.64,4,0.0,-6.203,6.203,10,4,405,1,1,7
165.8,5,0.0,44.7,16.905,10,2,1703,1,1,7
27.9015,1,0.45,-9.6585,3.44,10,2,80,2,2,6
74.0658,2,0.27,-1.0542,8.3,10,4,1457,3,2,6
45.657,1,0.1,8.097,2.31,10,4,355,2,1,6
5.248,2,0.2,0.5904,0.33,10,2,437,3,2,3
177.93,9,0.0,76.41,11.0,10,4,12,3,1,6
86.5926,6,0.27,18.9126,8.13,10,4,132,3,1,6
77.3394,2,0.17,20.4594,8.52,10,4,391,3,2,6
46.59,2,0.5,-1.94,1.94,10,2,2702,1,1,6
93.18,2,0.0,36.3,6.2,10,4,487,3,1,6
7.7,2,0.0,3.157,0.61,10,4,1120,1,1,3
51.66,3,0.0,22.68,7.224,10,4,711,1,4,7
86.1,5,0.0,37.8,6.244,10,4,1547,2,1,7
68.88,5,0.2,20.58,5.512,10,4,29,1,1,7
57.42,3,0.0,11.43,3.84,10,4,1328,1,1,6
114.84,6,0.0,22.86,8.23,10,4,3283,1,1,6
52.2,3,0.0,-4.259,4.259,10,4,23,1,1,7
52.2,3,0.0,21.9,4.178,10,4,625,3,1,7
17.4,1,0.0,7.3,1.944,10,4,2456,3,4,7
52.2,3,0.0,21.9,4.329,10,4,340,1,1,7
83.52,8,0.4,2.72,9.063,10,2,1893,3,1,7
55.984,2,0.2,4.1988,14.44,10,1,169,1,2,3
174.95,5,0.0,45.487,3.59,10,3,636,1,3,3
55.984,2,0.2,4.1988,3.39,10,4,2143,1,1,3
73.5,7,0.0,27.16,6.025,10,4,24,1,1,7
31.5,3,0.0,11.64,2.118,10,4,533,1,4,7
44.1,7,0.4,-2.24,3.472,10,4,490,3,1,7
86.352,3,0.2,5.397,6.15,10,4,124,1,2,3
107.94,3,0.0,26.985,18.05,10,4,2699,2,2,3
71.96,2,0.0,17.99,7.53,10,4,1,1,1,3
86.352,3,0.2,5.397,10.23,10,4,1423,3,1,3
6.048,3,0.2,1.5876,0.58,10,4,3006,1,2,3
53.94,3,0.0,-1.8,1.8,10,2,3551,1,2,3
35.96,2,0.0,10.4284,4.58,10,2,48,1,1,3
48.736,4,0.6,-25.664,5.923,10,4,2462,2,2,7
20.96,2,0.0,5.24,1.56,10,4,27,1,1,3
31.44,3,0.0,7.86,1.37,10,4,48,3,1,3
82.89,3,0.0,36.45,9.69,10,4,523,1,1,6
16.164,1,0.4,0.534,2.4,10,3,212,1,1,6
64.656,6,0.6,-29.124,6.14,10,2,1609,1,1,6
9.344,2,0.2,1.168,0.21,10,4,1600,1,1,3
14.016,3,0.2,1.752,2.13,10,2,2772,1,2,3
42.048,9,0.2,5.256,5.04,10,4,124,1,2,3
11.68,2,0.0,3.504,0.47,10,4,3411,1,1,3
4.672,1,0.2,0.584,0.58,10,4,72,3,2,3
132.96,4,0.0,53.12,4.594,10,4,204,1,1,7
66.48,2,0.0,26.56,4.379,10,4,1349,1,1,7
99.72,3,0.0,39.84,9.237,10,4,1001,3,1,7
23.25,1,0.0,4.41,1.33,10,4,1331,2,2,5
104.625,5,0.1,10.425,5.88,10,4,64,1,1,5
69.75,3,0.0,13.23,26.73,10,3,1565,1,3,5
34.875,3,0.5,-21.645,4.7,10,3,731,1,2,5
81.375,7,0.5,-50.505,8.69,10,4,1343,3,1,5
18.96,2,0.0,6.04,3.252,10,4,434,1,4,7
17.064,3,0.4,-2.316,1.382,10,4,182,3,2,7
51.6,5,0.0,18.0,1.1,10,4,1570,1,1,6
15.0672,2,0.27,1.6272,4.2,10,3,133,1,3,6
37.668,5,0.27,-2.52,2.52,10,4,2787,3,1,6
18.576,2,0.1,5.136,3.96,10,4,2,2,2,6
22.6008,3,0.27,2.4408,1.1,10,2,120,2,2,6
357.6,8,0.0,103.68,40.85,10,2,369,3,1,6
145.98,3,0.0,26.19,4.59,10,4,129,1,1,5
97.32,2,0.0,-13.72,13.72,10,4,989,3,4,5
48.66,2,0.5,-31.2,1.82,10,4,2092,1,1,5
145.98,3,0.0,26.19,14.1,10,4,1628,2,1,5
8.43,1,0.5,-0.51,0.89,10,4,669,2,1,6
30.348,2,0.1,12.468,1.11,10,4,912,3,1,6
5.472,3,0.2,1.6416,0.82,10,4,72,3,4,3
15.96,7,0.0,7.0224,1.66,10,4,1,3,1,3
6.88,1,0.0,3.08,0.435,10,4,301,2,2,7
13.76,2,0.0,6.16,1.781,10,4,966,2,2,7
84.192,6,0.6,-50.568,11.409,10,1,2270,2,2,7
20.72,2,0.0,4.12,2.658,10,4,1349,1,2,7
10.36,1,0.0,2.06,0.465,10,4,1281,3,1,7
78.327,3,0.1,9.567,10.08,10,1,87,2,2,6
84.7092,4,0.27,-6.9708,2.06,10,4,486,1,1,6
52.218,2,0.1,6.378,9.32,10,3,6,1,2,6
87.03,5,0.4,-27.57,4.2,10,4,222,3,1,6
81.27,3,0.0,40.59,5.03,10,4,366,2,1,6
216.72,8,0.0,-18.9,18.9,10,4,370,3,1,6
29.799,2,0.45,2.679,1.99,10,4,80,3,1,6
181.86,7,0.0,50.9208,26.19,10,4,102,1,4,3
181.86,7,0.0,50.9208,12.45,10,4,306,1,1,3
24.78,6,0.0,6.9384,0.74,10,4,1632,3,1,3
16.52,5,0.2,1.652,0.42,10,3,72,3,2,3
3.36,2,0.0,0.84,0.19,10,2,161,3,2,3
88.8,4,0.0,7.92,8.18,10,4,790,1,2,5
77.7,7,0.5,-63.84,7.53,10,4,731,3,1,5
44.4,2,0.0,3.96,3.88,10,2,740,1,1,5
95.92,8,0.0,25.8984,7.48,10,4,45,1,1,3
35.97,3,0.0,9.7119,8.05,10,3,1,2,2,3
47.96,5,0.2,4.1965,3.1,10,4,612,3,1,3
65.16,2,0.0,7.16,4.14,10,4,197,2,1,7
32.58,1,0.0,-4.978,4.978,10,2,1001,2,1,7
97.74,3,0.0,10.74,9.26,10,2,1850,1,1,7
39.096,2,0.4,-18.904,3.465,10,4,1256,1,4,7
65.16,2,0.0,7.16,9.67,10,4,219,3,2,7
130.32,4,0.0,14.32,5.852,10,4,2190,1,1,7
20.64,2,0.0,-1.472,1.472,10,4,434,1,1,7
33.024,4,0.2,7.424,2.644,10,4,29,3,1,7
30.96,3,0.0,11.76,3.025,10,4,518,1,1,7
41.28,4,0.0,15.68,2.685,10,2,1298,1,1,7
59.1,3,0.0,-7.932,7.932,10,4,3305,3,2,7
59.1,3,0.0,20.64,4.134,10,2,365,2,1,7
64.8,2,0.0,27.2,13.133,10,1,333,2,2,7
155.52,8,0.4,5.12,9.061,10,2,825,2,2,7
26.37,1,0.0,1.29,2.02,10,2,1328,3,1,6
118.665,5,0.1,-6.735,7.67,10,4,6,1,1,6
47.466,2,0.1,-2.694,6.85,10,3,6,1,1,6
26.37,1,0.0,1.29,2.17,10,2,1325,1,1,6
115.501,6,0.27,-34.9794,12.86,10,1,639,1,1,6
13.248,4,0.2,3.6432,2.9,10,1,224,3,1,3
16.56,4,0.0,6.9552,1.37,10,4,161,1,1,3
12.42,3,0.0,5.2164,1.66,10,2,1,1,2,3
12.42,3,0.0,5.2164,1.14,10,4,48,1,1,3
13.248,4,0.2,3.6432,2.18,10,3,72,1,1,3
